id,time_observed_at,time_zone,updated_at,quality_grade,license,place_guess,latitude,longitude
175266986,2023-07-27 20:22:08 UTC,Eastern Time (US & Canada),2023-10-27 12:52:38 UTC,research,CC-BY-NC,"Storm Cat Ct E, Sykesville, MD, US",39.41841333,-76.907945
175271128,2023-07-26 16:23:03 UTC,Eastern Time (US & Canada),2023-07-28 00:43:46 UTC,research,CC-BY-NC,"Aberdeen Proving Ground, MD 21005, USA",39.474977,-76.14002897
175363904,2023-07-28 13:22:41 UTC,Eastern Time (US & Canada),2023-07-28 13:39:42 UTC,research,CC-BY-NC,"Gibbons Ave, Baltimore, MD, US",39.35080386,-76.56158006
175367481,2023-07-28 13:46:36 UTC,Eastern Time (US & Canada),2023-07-29 12:05:34 UTC,research,,"Towson University, Towson, MD, US",39.39489667,-76.61937
175395051,2023-07-24 18:02:09 UTC,Eastern Time (US & Canada),2023-09-09 07:02:28 UTC,research,CC-BY-NC,"W 29th St, Baltimore, MD, US",39.32292167,-76.61988
175401892,2023-07-28 17:27:39 UTC,Eastern Time (US & Canada),2023-07-28 17:47:44 UTC,research,,"Middletown Rd, Parkton, MD, US",39.6486963,-76.69928185
175403113,2023-07-28 17:35:48 UTC,Eastern Time (US & Canada),2023-07-28 17:47:33 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64878907,-76.69908178
175403535,2023-07-28 17:35:27 UTC,Eastern Time (US & Canada),2024-02-22 03:22:10 UTC,research,CC-BY-NC,"Timonium, MD 21093, USA",39.41582778,-76.60915556
175417337,2023-07-28 19:09:20 UTC,Eastern Time (US & Canada),2023-07-28 19:34:13 UTC,research,,"Foundry Mews, Baltimore, MD, US",39.33011024,-76.64703865
175422945,2023-07-28 19:46:19 UTC,Eastern Time (US & Canada),2023-08-04 20:05:55 UTC,research,CC-BY-NC,"Boonsboro, MD 21713, USA",39.53798066,-77.6154456
175430848,2023-07-28 20:37:41 UTC,Eastern Time (US & Canada),2023-07-28 20:46:10 UTC,research,CC-BY-NC,"Moser Rd, Boonsboro, MD, US",39.47520892,-77.62485931
175432732,2023-07-28 20:57:47 UTC,Eastern Time (US & Canada),2023-07-28 21:10:57 UTC,research,,"Middletown Rd, Parkton, MD, US",39.6491083,-76.69931715
175440789,2023-07-22 17:01:00 UTC,Eastern Time (US & Canada),2023-11-19 11:45:23 UTC,research,CC-BY-NC,"Anne Arundel County, MD, USA",39.06334792,-76.73192469
175445105,2023-07-28 22:30:54 UTC,Eastern Time (US & Canada),2023-07-29 00:05:40 UTC,research,,"Middle River, MD 21220, USA",39.35274994,-76.40091123
175524199,2023-07-29 12:26:14 UTC,Eastern Time (US & Canada),2023-09-22 12:03:38 UTC,research,CC-BY-NC,"Bucksway Rd, Owings Mills, MD, US",39.42815833,-76.73068333
175525348,2023-07-29 12:33:32 UTC,Eastern Time (US & Canada),2023-08-04 20:07:38 UTC,research,CC-BY-NC,"Appalachian National Scenic Trail, Myersville, MD, US",39.53557167,-77.6045
175541200,2023-07-29 14:08:02 UTC,Eastern Time (US & Canada),2023-09-22 18:37:31 UTC,research,,"Northcliff Dr, Baltimore, MD, US",39.37073667,-76.664305
175543033,2023-07-29 14:34:06 UTC,Eastern Time (US & Canada),2024-02-25 02:43:02 UTC,research,CC-BY-NC,"S Central Ave, Baltimore, MD, US",39.28543833,-76.59911333
175551566,2023-07-29 15:23:44 UTC,Eastern Time (US & Canada),2023-07-29 15:32:21 UTC,research,CC-BY-NC,"North Point State Park, Baltimore, MD, US",39.21956333,-76.43036667
175580184,,Eastern Time (US & Canada),2024-02-19 03:24:38 UTC,research,CC-BY-NC,"Baltimore County, MD, USA",39.43293317,-76.76347659
175618224,2023-07-29 21:32:47 UTC,Eastern Time (US & Canada),2023-07-29 21:44:17 UTC,research,CC-BY-NC,"Morning Wind Dr, Marriottsville, MD, US",39.37019667,-76.92056333
175676665,2023-07-29 16:30:00 UTC,Eastern Time (US & Canada),2023-07-30 12:51:13 UTC,research,,"Hillen Rd, Parkville, MD, US",39.3738833,-76.57545755
175716867,2023-07-28 19:56:00 UTC,Eastern Time (US & Canada),2023-08-01 01:43:25 UTC,research,CC-BY-NC,"Maryland, US",39.31036278,-76.52910223
175718413,2023-07-30 12:59:46 UTC,Eastern Time (US & Canada),2023-07-30 13:18:27 UTC,research,CC-BY-NC,Hagerstown,39.61474609,-77.67839813
175725379,2023-07-29 18:05:48 UTC,Eastern Time (US & Canada),2023-11-10 14:31:21 UTC,research,CC-BY-NC,Silver Spring,39.01968002,-77.05212402
175729983,2023-07-30 14:07:01 UTC,Eastern Time (US & Canada),2023-07-30 22:16:43 UTC,research,CC-BY-NC,"Maryland, US",39.54412107,-76.22528114
175732702,2023-07-30 14:28:22 UTC,Eastern Time (US & Canada),2023-07-30 14:47:47 UTC,research,CC-BY-NC,Woodstock,39.33584595,-76.85778046
175739555,2023-07-27 14:32:15 UTC,Eastern Time (US & Canada),2023-07-31 01:36:58 UTC,research,CC-BY-NC,"Chesapeake and Ohio Canal Trail, Sharpsburg, MD, US",39.43378,-77.79622833
175742845,2023-07-30 14:53:47 UTC,Eastern Time (US & Canada),2023-07-30 17:01:11 UTC,research,CC-BY-NC,"Ridenour Rd, Smithsburg, MD, US",39.61972784,-77.51714246
175745980,2023-07-30 15:35:13 UTC,Eastern Time (US & Canada),2023-07-30 15:44:47 UTC,research,,"Sawmill Branch Trail, Ellicott City, MD, US",39.30828833,-76.81784667
175776290,2023-07-30 17:53:13 UTC,Eastern Time (US & Canada),2023-07-30 18:50:06 UTC,research,CC-BY-NC,"Lenton Ave, Baltimore, MD, US",39.36656051,-76.60464015
175776739,2023-07-30 18:02:01 UTC,Eastern Time (US & Canada),2023-07-30 18:50:14 UTC,research,,Baltimore,39.33294678,-76.62692261
175778674,2023-07-30 18:10:34 UTC,Eastern Time (US & Canada),2023-07-30 22:15:10 UTC,research,CC-BY-NC,Clear Spring,39.65545654,-77.93625641
175785154,2023-07-29 15:01:00 UTC,Eastern Time (US & Canada),2023-07-30 18:49:39 UTC,research,CC-BY-NC,"3535 Jarrettsville Pike, Monkton, MD 21111, USA",39.58034,-76.5145999
175786440,2023-07-30 13:36:00 UTC,Eastern Time (US & Canada),2023-07-30 19:45:16 UTC,research,CC-BY-NC,"Ferndale, MD, USA",39.17671353,-76.6495043
175810840,2023-07-30 20:53:36 UTC,Eastern Time (US & Canada),2023-07-31 00:59:03 UTC,research,CC-BY-NC,"Middletown, MD 21769, USA",39.4415616,-77.5755904
175819995,2023-07-30 21:37:19 UTC,Eastern Time (US & Canada),2023-07-31 05:52:02 UTC,research,CC-BY-NC,"Splashing Brook Dr, Abingdon, MD, US",39.46342996,-76.26834427
175829956,2023-07-30 22:41:15 UTC,Eastern Time (US & Canada),2023-08-03 17:09:30 UTC,research,,"Catoctin Mountain Hwy, Thurmont, MD, US",39.58437889,-77.43518449
175846500,2023-07-30 14:35:00 UTC,Eastern Time (US & Canada),2023-07-31 00:34:14 UTC,research,CC-BY,"Roland Park, Baltimore, MD, USA",39.34878056,-76.63278889
175853268,2023-07-30 18:05:00 UTC,Eastern Time (US & Canada),2023-07-31 01:24:14 UTC,research,CC-BY-NC,"Kent County, MD, USA",39.27737594,-76.08879873
175854910,2023-07-30 19:03:00 UTC,Eastern Time (US & Canada),2023-07-31 15:09:46 UTC,research,CC-BY-NC,"Queen Anne's County, MD, USA",39.23552774,-76.00662689
175855446,2023-07-30 18:24:25 UTC,Eastern Time (US & Canada),2023-07-31 01:24:10 UTC,research,,"Glen Arm, MD, US",39.447155,-76.55213
175871570,2023-07-31 00:10:57 UTC,Eastern Time (US & Canada),2023-12-03 20:12:23 UTC,research,,"Bradshaw, MD 21087, USA",39.43477468,-76.45292482
175914699,2023-07-30 21:23:50 UTC,Eastern Time (US & Canada),2023-08-11 11:17:37 UTC,research,CC-BY-NC,"Aberdeen, MD 21001, USA",39.49774722,-76.231375
175916253,2023-07-31 12:02:29 UTC,Eastern Time (US & Canada),2024-07-12 01:41:04 UTC,research,CC-BY-NC-ND,"Brandford Rd, Catonsville, MD, US",39.25629841,-76.73860067
175920514,2023-07-30 15:30:00 UTC,Eastern Time (US & Canada),2023-08-01 16:15:06 UTC,research,CC-BY-NC,"Maryland, US",39.01068327,-76.83668784
175925324,2023-07-31 13:20:22 UTC,Eastern Time (US & Canada),2023-07-31 14:54:04 UTC,research,,"W Cold Spring Ln, Baltimore, MD, US",39.3446713,-76.62566221
175954044,2023-07-31 16:18:21 UTC,Eastern Time (US & Canada),2023-07-31 16:42:54 UTC,research,,"Middletown Rd, Parkton, MD, US",39.6487514,-76.69928262
175955742,2023-07-31 16:27:31 UTC,Eastern Time (US & Canada),2024-01-29 03:09:12 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64870158,-76.69894896
175962596,2023-07-31 16:32:43 UTC,Eastern Time (US & Canada),2023-08-01 12:28:44 UTC,research,CC-BY-NC,"Triadelphia Rd, Ellicott City, MD, US",39.27680333,-76.95498667
175971585,2023-07-31 18:08:42 UTC,Eastern Time (US & Canada),2023-07-31 18:54:52 UTC,research,CC-BY-NC,Savage,39.13442993,-76.82897186
175980609,2023-07-31 18:59:52 UTC,Eastern Time (US & Canada),2023-07-31 19:08:17 UTC,research,,"Towson, MD 21204, USA",39.40630833,-76.59943056
175984173,2023-07-31 18:38:02 UTC,Eastern Time (US & Canada),2023-08-01 00:43:48 UTC,research,,"Reisterstown, MD 21136, USA",39.51489878,-76.85318896
175990240,2023-07-30 16:43:27 UTC,Eastern Time (US & Canada),2023-07-31 20:02:42 UTC,research,CC-BY,"Cylburn Mansion, Baltimore, MD 21209, USA",39.3530262,-76.6516545
175992484,2023-07-28 16:45:07 UTC,Eastern Time (US & Canada),2024-07-04 01:23:13 UTC,research,CC-BY-NC,"Overlook Park, Idlewylde, MD, US",39.37566333,-76.5866
176013317,2023-07-31 22:33:12 UTC,Eastern Time (US & Canada),2023-09-22 12:24:12 UTC,research,,"Reisterstown, MD, USA",39.46210326,-76.83118162
176016595,2023-07-29 21:40:43 UTC,Eastern Time (US & Canada),2023-08-01 00:29:54 UTC,research,CC-BY-NC,"W Shore Promenade, Baltimore, MD, US",39.28183667,-76.611245
176026991,2023-07-31 18:34:11 UTC,Eastern Time (US & Canada),2023-11-22 02:28:45 UTC,research,CC-BY-NC,"Colora, MD, US",39.645667,-76.08758779
176029660,2023-07-21 21:03:35 UTC,Eastern Time (US & Canada),2023-10-02 12:22:28 UTC,research,CC-BY-NC,"Mt Washington, Baltimore, MD, USA",39.36412597,-76.65376897
176090258,2023-08-01 12:02:32 UTC,Eastern Time (US & Canada),2023-08-01 12:44:07 UTC,research,CC-BY-NC,"Wildwood Ln, Baltimore, MD, US",39.36140023,-76.65575787
176099654,2023-07-15 14:00:00 UTC,Eastern Time (US & Canada),2023-08-01 13:50:33 UTC,research,CC-BY-NC,"Harford, Maryland, United States",39.433588,-76.289102
176113536,2023-08-01 15:00:20 UTC,Eastern Time (US & Canada),2023-08-01 15:29:03 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64873793,-76.69931132
176154481,2023-07-31 14:47:02 UTC,Eastern Time (US & Canada),2023-08-01 19:51:28 UTC,research,,"Marriottsville, MD 21104, USA",39.34,-76.9
176156802,2023-08-01 19:25:27 UTC,Eastern Time (US & Canada),2023-08-01 20:50:02 UTC,research,,"Monkton, MD 21111, USA",39.58272074,-76.51206764
176157940,2023-08-01 18:14:00 UTC,Eastern Time (US & Canada),2023-12-03 19:17:38 UTC,research,CC-BY-NC,"Aberdeen Proving Ground, MD 21005, USA",39.48056419,-76.12264514
176158783,2023-08-01 19:36:47 UTC,Eastern Time (US & Canada),2023-08-01 20:49:53 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64871503,-76.69936965
176196970,2023-07-30 15:06:02 UTC,Eastern Time (US & Canada),2023-10-23 11:42:23 UTC,research,CC-BY-NC,"Arnold, MD 21012, USA",39.03646,-76.48336776
176217465,2023-07-31 11:56:50 UTC,Eastern Time (US & Canada),2023-12-29 16:12:54 UTC,research,CC0,"Second Ave, Sykesville, MD, US",39.36838485,-76.97473141
176249382,2023-08-01 15:40:16 UTC,Eastern Time (US & Canada),2023-08-09 09:32:53 UTC,research,CC-BY-NC,"Baltimore, MD 21212, USA",39.3806687,-76.60940744
176258306,2023-08-01 16:13:00 UTC,Eastern Time (US & Canada),2023-10-15 15:25:25 UTC,research,CC-BY-NC,"Woodstock, MD, USA",39.31602982,-76.87574761
176283851,2023-08-02 15:25:56 UTC,Eastern Time (US & Canada),2023-08-02 15:55:57 UTC,research,,"Ridge Rd, Sykesville, MD, US",39.39569409,-76.89301385
176289739,2023-08-02 16:05:45 UTC,Eastern Time (US & Canada),2023-08-02 17:28:08 UTC,research,CC-BY-NC,Baltimore,39.28152466,-76.59774017
176308503,2023-07-20 17:56:40 UTC,Eastern Time (US & Canada),2023-08-02 18:42:12 UTC,research,,"Anita C. Leight Estuary Center posted by OPCA, Abingdon, MD, US",39.45181904,-76.27453929
176314486,2023-08-02 18:49:00 UTC,Eastern Time (US & Canada),2023-08-02 19:06:41 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64883687,-76.69916636
176314599,2023-08-02 18:49:39 UTC,Eastern Time (US & Canada),2023-08-02 19:06:40 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64874227,-76.69902298
176314678,2023-08-02 18:49:54 UTC,Eastern Time (US & Canada),2023-10-15 15:41:37 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64875455,-76.69905458
176315180,2023-08-02 13:51:17 UTC,Eastern Time (US & Canada),2023-08-05 14:13:22 UTC,research,CC-BY-NC,"Crampton Ln, Sharpsburg, MD, US",39.42122,-77.74231667
176315519,2023-08-02 15:59:41 UTC,Eastern Time (US & Canada),2023-08-05 14:13:40 UTC,research,CC-BY-NC,"Harpers Ferry Rd, Sharpsburg, MD, US",39.41978833,-77.74342167
176315691,2023-08-02 18:54:53 UTC,Eastern Time (US & Canada),2023-08-02 19:06:17 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64875254,-76.6991772
176315899,2023-08-02 16:00:39 UTC,Eastern Time (US & Canada),2023-08-02 19:06:31 UTC,research,CC-BY-NC,"Harpers Ferry Rd, Sharpsburg, MD, US",39.41978,-77.74348333
176316126,2023-08-02 18:52:41 UTC,Eastern Time (US & Canada),2023-08-02 19:00:24 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64875172,-76.69894505
176316231,2023-08-02 18:59:54 UTC,Eastern Time (US & Canada),2023-08-02 19:19:19 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64865724,-76.69927368
176316275,2023-08-02 17:06:51 UTC,Eastern Time (US & Canada),2023-08-05 14:13:31 UTC,research,CC-BY-NC,"Harpers Ferry Rd, Sharpsburg, MD, US",39.420005,-77.74165333
176319443,2023-08-02 19:19:24 UTC,Eastern Time (US & Canada),2023-08-04 20:00:02 UTC,research,CC-BY-NC,"W Main St, Burkittsville, MD, US",39.394395,-77.629455
176339868,2023-08-02 19:35:00 UTC,Eastern Time (US & Canada),2023-10-27 11:44:57 UTC,research,CC-BY-NC,"N Wineow St, Cumberland, MD, US",39.64691094,-78.76208785
176341631,2023-08-01 16:40:00 UTC,Eastern Time (US & Canada),2023-09-03 00:57:55 UTC,research,CC-BY-NC,"Washington County, MD, USA",39.60321944,-78.00509722
176455931,2023-08-03 16:19:55 UTC,Eastern Time (US & Canada),2023-08-05 14:13:15 UTC,research,CC-BY-NC,"Harpers Ferry Rd, Sharpsburg, MD, US",39.41996167,-77.74160833
176468985,2023-08-03 17:45:54 UTC,Eastern Time (US & Canada),2024-07-12 02:10:03 UTC,research,,"Middletown Rd, Parkton, MD, US",39.6488167,-76.69898685
176469090,2023-08-03 17:50:33 UTC,Eastern Time (US & Canada),2023-11-12 21:53:16 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64873657,-76.69893581
176469140,2023-08-03 17:51:11 UTC,Eastern Time (US & Canada),2023-08-03 20:31:11 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64872739,-76.69905173
176470024,2023-08-03 17:54:35 UTC,Eastern Time (US & Canada),2023-08-03 20:31:08 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64886108,-76.69905818
176470716,2023-08-03 17:58:59 UTC,Eastern Time (US & Canada),2023-08-03 20:31:05 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64872144,-76.69929883
176471541,2023-08-03 18:01:33 UTC,Eastern Time (US & Canada),2024-02-14 15:39:54 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64862685,-76.69945984
176473052,2023-08-03 17:57:00 UTC,Eastern Time (US & Canada),2023-08-03 20:30:59 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64878238,-76.69928055
176473142,2023-08-03 18:07:01 UTC,Eastern Time (US & Canada),2023-08-03 20:30:57 UTC,research,,"Middletown Rd, Parkton, MD, US",39.6488105,-76.69917075
176486085,2023-08-03 18:15:29 UTC,Eastern Time (US & Canada),2023-08-05 14:12:34 UTC,research,CC-BY-NC,"Chesapeake and Ohio Canal Trail, Sharpsburg, MD, US",39.43303333,-77.79383
176486208,2023-08-03 18:25:33 UTC,Eastern Time (US & Canada),2023-08-05 14:12:43 UTC,research,CC-BY-NC,"Chesapeake and Ohio Canal Trail, Sharpsburg, MD, US",39.43990833,-77.79775333
176486288,2023-08-03 18:27:39 UTC,Eastern Time (US & Canada),2024-03-29 17:17:56 UTC,research,CC-BY-NC,"Chesapeake and Ohio Canal Trail, Sharpsburg, MD, US",39.43994167,-77.79789667
176486344,2023-08-03 18:28:59 UTC,Eastern Time (US & Canada),2024-03-29 17:17:50 UTC,research,CC-BY-NC,"Chesapeake and Ohio Canal Trail, Sharpsburg, MD, US",39.43993,-77.79791333
176486707,2023-08-03 19:16:07 UTC,Eastern Time (US & Canada),2023-08-05 14:12:57 UTC,research,CC-BY-NC,"Harpers Ferry Rd, Sharpsburg, MD, US",39.41925,-77.742905
176486973,2023-08-03 19:31:25 UTC,Eastern Time (US & Canada),2023-08-05 14:13:00 UTC,research,CC-BY-NC,"Harpers Ferry Rd, Sharpsburg, MD, US",39.419945,-77.741455
176491865,2023-08-03 20:16:34 UTC,Eastern Time (US & Canada),2023-08-07 18:44:24 UTC,research,CC-BY-NC,"Sidney Ave, Baltimore, MD, US",39.26024627,-76.63480597
176516600,2023-08-03 23:16:34 UTC,Eastern Time (US & Canada),2024-02-06 03:09:55 UTC,research,CC-BY-NC-SA,"Downtown, Frederick, MD 21701, USA",39.41608333,-77.41073056
176543087,2023-07-31 18:03:01 UTC,Eastern Time (US & Canada),2023-11-23 02:50:35 UTC,research,CC-BY-NC,"Northwest Harbor, Baltimore, MD, US",39.27841667,-76.59298667
176587311,2023-08-04 12:48:17 UTC,Eastern Time (US & Canada),2023-08-08 01:48:41 UTC,research,CC-BY-NC,"Reservoir Hill, Baltimore, MD 21217, USA",39.31420556,-76.63770556
176609242,2023-07-22 15:16:00 UTC,Eastern Time (US & Canada),2023-08-08 00:46:15 UTC,research,CC-BY-NC,"Frederick County, MD, USA",39.5656,-77.495865
176624252,2023-07-26 20:12:02 UTC,Eastern Time (US & Canada),2023-09-09 07:02:40 UTC,research,CC-BY-NC,"W 29th St, Baltimore, MD, US",39.32282167,-76.61883667
176626923,2023-08-04 15:09:05 UTC,Eastern Time (US & Canada),2023-08-04 22:52:51 UTC,research,,"The Maryland Zoo, Baltimore, MD, US",39.32682191,-76.64548151
176651778,2023-08-04 18:39:21 UTC,Eastern Time (US & Canada),2023-08-25 16:10:35 UTC,research,CC-BY-NC,"Reno Monument Rd, Boonsboro, MD, US",39.47210333,-77.6249
176652149,2023-08-04 18:40:30 UTC,Eastern Time (US & Canada),2023-08-25 16:10:40 UTC,research,CC-BY-NC,"Reno Monument Rd, Boonsboro, MD, US",39.47215,-77.62493833
176657088,2023-08-04 20:05:56 UTC,Eastern Time (US & Canada),2023-08-05 00:23:29 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64881955,-76.69913295
176657890,2023-08-04 20:08:58 UTC,Eastern Time (US & Canada),2023-08-04 20:22:45 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64883166,-76.69899473
176657921,2023-08-04 20:11:02 UTC,Eastern Time (US & Canada),2023-08-04 22:44:56 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64880476,-76.69898618
176659841,2023-08-04 20:34:08 UTC,Eastern Time (US & Canada),2023-12-03 19:15:27 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64876981,-76.69909959
176659938,2023-08-03 21:06:00 UTC,Eastern Time (US & Canada),2023-08-04 23:53:39 UTC,research,CC-BY-NC,"Cecil County College - Buildings, Cecil County, MD, USA",39.64116009,-75.95620784
176661527,2023-08-04 20:36:39 UTC,Eastern Time (US & Canada),2023-08-05 01:28:00 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64880291,-76.69908358
176661849,2023-08-04 20:41:25 UTC,Eastern Time (US & Canada),2023-08-05 01:28:11 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64886905,-76.6992275
176662210,2023-08-04 20:43:19 UTC,Eastern Time (US & Canada),2023-08-05 01:28:28 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64870036,-76.69936898
176662246,2023-08-04 20:45:15 UTC,Eastern Time (US & Canada),2023-08-05 01:28:46 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64866071,-76.69936638
176689168,2023-07-31 14:24:00 UTC,Eastern Time (US & Canada),2023-08-10 19:58:42 UTC,research,CC-BY-NC,Serenity Ridge Natural Burial Cemetery and Arboretum,39.327017,-76.786519
176743440,2023-08-04 20:47:18 UTC,Eastern Time (US & Canada),2023-08-07 23:32:19 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64866746,-76.69909179
176753613,2023-08-05 12:14:22 UTC,Eastern Time (US & Canada),2023-08-07 23:30:55 UTC,research,CC-BY-NC,Woodbine,39.37164307,-77.03992462
176757167,2023-08-05 12:40:49 UTC,Eastern Time (US & Canada),2023-08-07 23:30:38 UTC,research,,"Oregon Ridge Park, Cockeysville, MD, US",39.49388904,-76.69070763
176759500,2023-08-05 12:59:27 UTC,Eastern Time (US & Canada),2023-08-07 23:27:50 UTC,research,,"Oregon Ridge Park, Cockeysville, MD, US",39.49437963,-76.69217395
176766739,2023-08-05 13:46:48 UTC,Eastern Time (US & Canada),2023-09-22 12:19:39 UTC,research,CC-BY-NC,"Kresson, Baltimore, MD, USA",39.293235,-76.562511
176784389,2023-08-05 15:38:59 UTC,Eastern Time (US & Canada),2023-10-26 14:12:29 UTC,research,CC-BY-NC-ND,"Brandford Rd, Catonsville, MD, US",39.256348,-76.73784846
176809965,2023-08-05 14:46:00 UTC,Eastern Time (US & Canada),2023-08-07 22:50:44 UTC,research,CC-BY,"Woodstock, MD, USA",39.31434065,-76.87519096
176812825,2023-08-05 18:03:04 UTC,Eastern Time (US & Canada),2023-08-05 21:46:39 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64880296,-76.69912757
176813200,2023-08-05 18:05:19 UTC,Eastern Time (US & Canada),2023-08-05 21:46:36 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64889771,-76.69915399
176815523,2023-08-05 18:18:07 UTC,Eastern Time (US & Canada),2023-12-03 19:28:19 UTC,research,,"Sand Hill Manor Dr, Marriottsville, MD, US",39.30836915,-76.92116093
176820739,2023-08-04 18:31:00 UTC,Eastern Time (US & Canada),2023-08-07 22:46:14 UTC,research,CC-BY-NC,"Salamander Rock/Sand Flats, Frederick County, MD, USA",39.56804624,-77.48761395
176826655,2023-08-05 16:53:20 UTC,Eastern Time (US & Canada),2023-08-07 20:57:13 UTC,research,,"Maryland, US",39.24204159,-76.86553514
176830159,2023-08-05 15:55:12 UTC,Eastern Time (US & Canada),2023-08-07 20:57:09 UTC,research,CC-BY-NC,"Town and Country Blvd / North Ridge Rd (Eastbound), Ellicott City, MD 21043, USA",39.28655,-76.81987222
176850968,2023-08-05 21:26:15 UTC,Eastern Time (US & Canada),2023-08-07 20:55:51 UTC,research,,"Roxbury Mills Rd, Glenwood, MD, US",39.303425,-77.0200945
176859301,2023-08-05 22:16:52 UTC,Eastern Time (US & Canada),2023-10-25 12:35:46 UTC,research,CC-BY-NC,"Howard County Fair, West Friendship, MD, US",39.31187833,-76.96662833
176863070,2023-08-05 16:44:00 UTC,Eastern Time (US & Canada),2023-08-06 00:35:17 UTC,research,CC-BY-NC,"Baltimore, MD, USA",39.3070856,-76.6849171
176864750,2023-07-30 18:02:02 UTC,Eastern Time (US & Canada),2023-08-06 00:12:04 UTC,research,CC-BY-NC,"Towson, MD 21204, USA",39.40176014,-76.60463445
176864845,2023-08-05 15:39:00 UTC,Eastern Time (US & Canada),2023-08-06 00:11:57 UTC,research,CC-BY-NC,"Baltimore, MD, USA",39.3107299,-76.6885639
176868575,2023-08-05 19:51:44 UTC,Eastern Time (US & Canada),2023-08-06 00:22:55 UTC,research,CC-BY-NC,"Catoctin Mountain Park, Thurmont, MD, US",39.62961167,-77.43121333
176871618,2023-08-05 23:40:26 UTC,Eastern Time (US & Canada),2024-05-23 17:05:31 UTC,research,CC-BY-NC,"Link Ave, Nottingham, MD, US",39.39258667,-76.49459667
176902739,2023-08-05 15:00:00 UTC,Eastern Time (US & Canada),2023-08-07 20:30:03 UTC,research,,United States,39.47454594,-77.65425649
176902787,2023-08-05 16:58:00 UTC,Eastern Time (US & Canada),2023-11-22 02:43:02 UTC,research,,United States,39.45413539,-77.66749567
176960175,2023-08-05 19:56:15 UTC,Eastern Time (US & Canada),2024-01-21 19:07:03 UTC,research,CC-BY-NC,"Halethorpe, MD 21227, USA",39.2438688,-76.718976
176977744,2023-08-06 14:29:41 UTC,Eastern Time (US & Canada),2023-12-08 02:59:08 UTC,research,,"Merville Ave, Baltimore, MD, US",39.35754947,-76.67544044
176982540,2023-08-06 15:40:02 UTC,Eastern Time (US & Canada),2024-01-15 18:33:16 UTC,research,CC-BY-NC,Westminster,39.59457397,-76.97992706
176988107,2023-08-06 15:25:45 UTC,Eastern Time (US & Canada),2023-10-27 12:49:34 UTC,research,CC-BY-NC,"Reservoir Hill, Baltimore, MD 21217, USA",39.31393889,-76.63708333
177003771,2023-08-06 17:27:51 UTC,Eastern Time (US & Canada),2023-12-03 19:15:47 UTC,research,,"West Friendship, MD 21794, USA",39.31140843,-76.96473844
177005487,2023-08-06 17:36:47 UTC,Eastern Time (US & Canada),2024-02-19 03:36:52 UTC,research,CC-BY-NC,"Mt Gilead Rd, Reisterstown, MD, US",39.51324667,-76.85102833
177006572,2023-08-06 17:42:24 UTC,Eastern Time (US & Canada),2023-08-07 20:05:09 UTC,research,,Towson,39.40609741,-76.59773254
177008925,2023-08-06 17:53:57 UTC,Eastern Time (US & Canada),2023-08-07 19:54:23 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64871189,-76.69926873
177009008,2023-08-06 17:55:15 UTC,Eastern Time (US & Canada),2023-08-07 19:54:25 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64864583,-76.69912824
177009284,2023-08-06 17:56:18 UTC,Eastern Time (US & Canada),2023-08-07 19:54:28 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64875817,-76.69931119
177009396,2023-08-06 17:57:19 UTC,Eastern Time (US & Canada),2023-08-07 19:54:13 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64885237,-76.69919434
177009421,2023-08-06 17:57:34 UTC,Eastern Time (US & Canada),2023-08-07 19:54:09 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64885711,-76.69918689
177009485,2023-08-06 17:57:58 UTC,Eastern Time (US & Canada),2023-08-07 19:54:04 UTC,research,,"Middletown Rd, Parkton, MD, US",39.64886117,-76.69914775
